CID	Pack_Number	Part_Number	AppricableCID	Keyword	CVN	Country Spec	Vehicle	Year	Engine	Aspiration	Transmission	Specification
A2UI001N	22611AL80C	22611AL80A	A2UG000N	721F2F75	07A68577	N.AMERICA	Legacy	2007	2.5L	Turbo	5MT	FED  CAL
A2UI001N	22611AL80C	22611AL80B	A2UI000N	721F2F75	07A68577	N.AMERICA	Legacy	2007	2.5L	Turbo	5MT	FED  CAL
A2UI001L	22611AL81C	22611AL81A	A2UG000L	0625B6F5	3E178577	N.AMERICA	Legacy	2007	2.5L	Turbo	6MT	FED  CAL
A2UI001L	22611AL81C	22611AL81B	A2UI000L	0625B6F5	3E178577	N.AMERICA	Legacy	2007	2.5L	Turbo	6MT	FED  CAL
A2UI001N	22611AL80C	22611AL80A	A2UG000N	721F2F75	07A68577	N.AMERICA	Outback	2007	2.5L	Turbo	MT	FED  CAL
A2UI001N	22611AL80C	22611AL80B	A2UI000N	721F2F75	07A68577	N.AMERICA	Outback	2007	2.5L	Turbo	MT	FED  CAL
A2UI001C	22611AL82B	22611AL82A	A2UG000C	17281EBE	D3D103C5	N.AMERICA	Legacy	2007	2.5L	Turbo	AT	FED  CAL
A2UI001C	22611AL82B	22611AL82A	A2UG000C	17281EBE	D3D103C5	N.AMERICA	Outback	2007	2.5L	Turbo	AT	FED  CAL
E2UG001B	22611AM37B	22611AM37A	E2UE101B	66AF7BFB	50DB63C4	N.AMERICA	Legacy	2007	2.5L	non-Turbo	AT	FED
E2UG001B	22611AM37B	22611AM37A	E2UE101B	66AF7BFB	50DB63C4	N.AMERICA	Outback	2007	2.5L	non-Turbo	AT	FED
E2UG002B	22611AM36B	22611AM36A	E2UE102B	5AD2A697	CC1B1EAC	N.AMERICA	Legacy	2007	2.5L	non-Turbo	MT	FED
E2UG002B	22611AM36B	22611AM36A	E2UE102B	5AD2A697	CC1B1EAC	N.AMERICA	Outback	2007	2.5L	non-Turbo	MT	FED
E2UG001A	22611AM39C	22611AM39A	E2UE101A	7E431CDD	01708947	N.AMERICA	Legacy	2007	2.5L	non-Turbo	AT	CAL
E2UG001A	22611AM39C	22611AM39B	E2UE111A	7E431CDD	01708947	N.AMERICA	Legacy	2007	2.5L	non-Turbo	AT	CAL
E2UG001A	22611AM39C	22611AM39A	E2UE101A	7E431CDD	01708947	N.AMERICA	Outback	2007	2.5L	non-Turbo	AT	CAL
E2UG001A	22611AM39C	22611AM39B	E2UE111A	7E431CDD	01708947	N.AMERICA	Outback	2007	2.5L	non-Turbo	AT	CAL
E2UG002A	22611AM38C	22611AM38A	E2UE102A	B55CAAFD	A98D8407	N.AMERICA	Legacy	2007	2.5L	non-Turbo	MT	CAL
E2UG002A	22611AM38C	22611AM38B	E2UE112A	B55CAAFD	A98D8407	N.AMERICA	Legacy	2007	2.5L	non-Turbo	MT	CAL
E2UG002A	22611AM38C	22611AM38A	E2UE102A	B55CAAFD	A98D8407	N.AMERICA	Outback	2007	2.5L	non-Turbo	MT	CAL
E2UG002A	22611AM38C	22611AM38B	E2UE112A	B55CAAFD	A98D8407	N.AMERICA	Outback	2007	2.5L	non-Turbo	MT	CAL
A2TB001N	22611AM96B	22611AM96A	A2TB000N	3604A382	F618FA3A	N.AMERICA	Legacy	2008	2.5L	Turbo	5MT	FED  CAL
A2TB001N	22611AM96B	22611AM96A	A2TB000N	3604A382	F618FA3A	N.AMERICA	Outback	2008	2.5L	Turbo	5MT	FED  CAL
A2TB001L	22611AM97B	22611AM97A	A2TB000L	E9326433	6D769B49	N.AMERICA	Legacy	2008	2.5L	Turbo	6MT	FED  CAL
A2TB001L	22611AM97B	22611AM97A	A2TB000L	E9326433	6D769B49	N.AMERICA	Legacy	2009	2.5L	Turbo	6MT	FED  CAL
EZ1GC00B	22611AN02F	22611AN02A	EZ1D105B	A210E896	18F4A296	N.AMERICA	Legacy	2008	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02B	EZ1D201B	A210E896	18F4A296	N.AMERICA	Legacy	2008	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02C	EZ1D301B	A210E896	18F4A296	N.AMERICA	Legacy	2008	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02D	EZ1D302B	A210E896	18F4A296	N.AMERICA	Legacy	2008	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02E	EZ1D303B	A210E896	18F4A296	N.AMERICA	Legacy	2008	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02A	EZ1D105B	A210E896	18F4A296	N.AMERICA	Legacy	2009	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02B	EZ1D201B	A210E896	18F4A296	N.AMERICA	Legacy	2009	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02C	EZ1D301B	A210E896	18F4A296	N.AMERICA	Legacy	2009	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02D	EZ1D302B	A210E896	18F4A296	N.AMERICA	Legacy	2009	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02E	EZ1D303B	A210E896	18F4A296	N.AMERICA	Legacy	2009	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02A	EZ1D105B	A210E896	18F4A296	N.AMERICA	Outback	2008	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02B	EZ1D201B	A210E896	18F4A296	N.AMERICA	Outback	2008	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02C	EZ1D301B	A210E896	18F4A296	N.AMERICA	Outback	2008	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02D	EZ1D302B	A210E896	18F4A296	N.AMERICA	Outback	2008	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02E	EZ1D303B	A210E896	18F4A296	N.AMERICA	Outback	2008	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02A	EZ1D105B	A210E896	18F4A296	N.AMERICA	Outback	2009	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02B	EZ1D201B	A210E896	18F4A296	N.AMERICA	Outback	2009	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02C	EZ1D301B	A210E896	18F4A296	N.AMERICA	Outback	2009	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02D	EZ1D302B	A210E896	18F4A296	N.AMERICA	Outback	2009	2.5L	non-Turbo	AT	CAL
EZ1GC00B	22611AN02F	22611AN02E	EZ1D303B	A210E896	18F4A296	N.AMERICA	Outback	2009	2.5L	non-Turbo	AT	CAL
EZ1GC00A	22611AN01E	22611AN01A	EZ1D105A	3EE4395C	8DDCC4EB	N.AMERICA	Legacy	2008	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01B	EZ1D301A	3EE4395C	8DDCC4EB	N.AMERICA	Legacy	2008	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01C	EZ1D302A	3EE4395C	8DDCC4EB	N.AMERICA	Legacy	2008	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01D	EZ1D303A	3EE4395C	8DDCC4EB	N.AMERICA	Legacy	2008	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01A	EZ1D105A	3EE4395C	8DDCC4EB	N.AMERICA	Legacy	2009	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01B	EZ1D301A	3EE4395C	8DDCC4EB	N.AMERICA	Legacy	2009	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01C	EZ1D302A	3EE4395C	8DDCC4EB	N.AMERICA	Legacy	2009	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01D	EZ1D303A	3EE4395C	8DDCC4EB	N.AMERICA	Legacy	2009	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01A	EZ1D105A	3EE4395C	8DDCC4EB	N.AMERICA	Outback	2008	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01B	EZ1D301A	3EE4395C	8DDCC4EB	N.AMERICA	Outback	2008	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01C	EZ1D302A	3EE4395C	8DDCC4EB	N.AMERICA	Outback	2008	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01D	EZ1D303A	3EE4395C	8DDCC4EB	N.AMERICA	Outback	2008	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01A	EZ1D105A	3EE4395C	8DDCC4EB	N.AMERICA	Outback	2009	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01B	EZ1D301A	3EE4395C	8DDCC4EB	N.AMERICA	Outback	2009	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01C	EZ1D302A	3EE4395C	8DDCC4EB	N.AMERICA	Outback	2009	2.5L	non-Turbo	MT	CAL
EZ1GC00A	22611AN01E	22611AN01D	EZ1D303A	3EE4395C	8DDCC4EB	N.AMERICA	Outback	2009	2.5L	non-Turbo	MT	CAL
EZ1GC00D	22611AN00E	22611AN00B	EZ1D201D	4AD40DD5	8DDAB6B5	N.AMERICA	Legacy	2008	2.5L	non-Turbo	AT	FED
EZ1GC00D	22611AN00E	22611AN00C	EZ1D301D	4AD40DD5	8DDAB6B5	N.AMERICA	Legacy	2008	2.5L	non-Turbo	AT	FED
EZ1GC00D	22611AN00E	22611AN00D	EZ1D302D	4AD40DD5	8DDAB6B5	N.AMERICA	Legacy	2008	2.5L	non-Turbo	AT	FED
EZ1GC00D	22611AN00E	22611AN00B	EZ1D201D	4AD40DD5	8DDAB6B5	N.AMERICA	Legacy	2009	2.5L	non-Turbo	AT	FED
EZ1GC00D	22611AN00E	22611AN00C	EZ1D301D	4AD40DD5	8DDAB6B5	N.AMERICA	Legacy	2009	2.5L	non-Turbo	AT	FED
EZ1GC00D	22611AN00E	22611AN00D	EZ1D302D	4AD40DD5	8DDAB6B5	N.AMERICA	Legacy	2009	2.5L	non-Turbo	AT	FED
EZ1GC00D	22611AN00E	22611AN00B	EZ1D201D	4AD40DD5	8DDAB6B5	N.AMERICA	Outback	2008	2.5L	non-Turbo	AT	FED
EZ1GC00D	22611AN00E	22611AN00C	EZ1D301D	4AD40DD5	8DDAB6B5	N.AMERICA	Outback	2008	2.5L	non-Turbo	AT	FED
EZ1GC00D	22611AN00E	22611AN00D	EZ1D302D	4AD40DD5	8DDAB6B5	N.AMERICA	Outback	2008	2.5L	non-Turbo	AT	FED
EZ1GC00D	22611AN00E	22611AN00B	EZ1D201D	4AD40DD5	8DDAB6B5	N.AMERICA	Outback	2009	2.5L	non-Turbo	AT	FED
EZ1GC00D	22611AN00E	22611AN00C	EZ1D301D	4AD40DD5	8DDAB6B5	N.AMERICA	Outback	2009	2.5L	non-Turbo	AT	FED
EZ1GC00D	22611AN00E	22611AN00D	EZ1D302D	4AD40DD5	8DDAB6B5	N.AMERICA	Outback	2009	2.5L	non-Turbo	AT	FED
EZ1GC00C	22611AM99D	22611AM99A	EZ1D105C	449C1C41	BA422251	N.AMERICA	Legacy	2008	2.5L	non-Turbo	MT	FED
EZ1GC00C	22611AM99D	22611AM99B	EZ1D301C	449C1C41	BA422251	N.AMERICA	Legacy	2008	2.5L	non-Turbo	MT	FED
EZ1GC00C	22611AM99D	22611AM99C	EZ1D302C	449C1C41	BA422251	N.AMERICA	Legacy	2008	2.5L	non-Turbo	MT	FED
EZ1GC00C	22611AM99D	22611AM99A	EZ1D105C	449C1C41	BA422251	N.AMERICA	Legacy	2009	2.5L	non-Turbo	MT	FED
EZ1GC00C	22611AM99D	22611AM99B	EZ1D301C	449C1C41	BA422251	N.AMERICA	Legacy	2009	2.5L	non-Turbo	MT	FED
EZ1GC00C	22611AM99D	22611AM99C	EZ1D302C	449C1C41	BA422251	N.AMERICA	Legacy	2009	2.5L	non-Turbo	MT	FED
EZ1GC00C	22611AM99D	22611AM99A	EZ1D105C	449C1C41	BA422251	N.AMERICA	Outback	2008	2.5L	non-Turbo	MT	FED
EZ1GC00C	22611AM99D	22611AM99B	EZ1D301C	449C1C41	BA422251	N.AMERICA	Outback	2008	2.5L	non-Turbo	MT	FED
EZ1GC00C	22611AM99D	22611AM99C	EZ1D302C	449C1C41	BA422251	N.AMERICA	Outback	2008	2.5L	non-Turbo	MT	FED
EZ1GC00C	22611AM99D	22611AM99A	EZ1D105C	449C1C41	BA422251	N.AMERICA	Outback	2009	2.5L	non-Turbo	MT	FED
EZ1GC00C	22611AM99D	22611AM99B	EZ1D301C	449C1C41	BA422251	N.AMERICA	Outback	2009	2.5L	non-Turbo	MT	FED
EZ1GC00C	22611AM99D	22611AM99C	EZ1D302C	449C1C41	BA422251	N.AMERICA	Outback	2009	2.5L	non-Turbo	MT	FED
EE5I921T	22765AB07D	22765AA02A	EE5F200T	9FE0671C	8410 CC47	N.AMERICA	Legacy	2010	2.5L	non-Turbo	CVT	CAL
EE5I921T	22765AB07D	22765AA02B	EE5F600T	9FE0671C	8410 CC47	N.AMERICA	Legacy	2010	2.5L	non-Turbo	CVT	CAL
EE5I921T	22765AB07D	22765AA02C	EE5F601T	9FE0671C	8410 CC47	N.AMERICA	Legacy	2010	2.5L	non-Turbo	CVT	CAL
EE5I921T	22765AB07D	22765AB07C	EE5I920T	9FE0671C	8410 CC47	N.AMERICA	Legacy	2010	2.5L	non-Turbo	CVT	CAL
EE5I921T	22765AB07D	22765AA02A	EE5F200T	9FE0671C	8410 CC47	N.AMERICA	Outback	2010	2.5L	non-Turbo	CVT	CAL
EE5I921T	22765AB07D	22765AA02B	EE5F600T	9FE0671C	8410 CC47	N.AMERICA	Outback	2010	2.5L	non-Turbo	CVT	CAL
EE5I921T	22765AB07D	22765AA02C	EE5F601T	9FE0671C	8410 CC47	N.AMERICA	Outback	2010	2.5L	non-Turbo	CVT	CAL
EE5I921T	22765AB07D	22765AB07C	EE5I920T	9FE0671C	8410 CC47	N.AMERICA	Outback	2010	2.5L	non-Turbo	CVT	CAL
EE5I910U	22765AB06B	22765AA01A	EE5F200U	7774F104	F81FB6C8 	N.AMERICA	Outback	2010	2.5L	non-Turbo	MT	CAL
EE5I910U	22765AB06B	22765AA01B	EE5F500U	7774F104	F81FB6C8 	N.AMERICA	Outback	2010	2.5L	non-Turbo	MT	CAL
EE5I910U	22765AB06B	22765AA01C	EE5F501U	7774F104	F81FB6C8 	N.AMERICA	Outback	2010	2.5L	non-Turbo	MT	CAL
EE5I921V	22765AB09D	22765AA04A	EE5F200V	AD655342	0E5D 3975	N.AMERICA	Legacy	2010	2.5L	non-Turbo	CVT	FED
EE5I921V	22765AB09D	22765AA04B	EE5F201V	AD655342	0E5D 3975	N.AMERICA	Legacy	2010	2.5L	non-Turbo	CVT	FED
EE5I921V	22765AB09D	22765AB09C	EE5I920V	AD655342	0E5D 3975	N.AMERICA	Legacy	2010	2.5L	non-Turbo	CVT	FED
EE5I921V	22765AB09D	22765AA04A	EE5F200V	AD655342	0E5D 3975	N.AMERICA	Outback	2010	2.5L	non-Turbo	CVT	FED
EE5I921V	22765AB09D	22765AA04B	EE5F201V	AD655342	0E5D 3975	N.AMERICA	Outback	2010	2.5L	non-Turbo	CVT	FED
EE5I921V	22765AB09D	22765AB09C	EE5I920V	AD655342	0E5D 3975	N.AMERICA	Outback	2010	2.5L	non-Turbo	CVT	FED
EE5I910W	22765AB08B	22765AA03A	EE5F200W	14512F90	BAC53B90	N.AMERICA	Legacy	2010	2.5L	non-Turbo	MT	FED  CAL
EE5I910W	22765AB08B	22765AA03B	EE5F500W	14512F90	BAC53B90	N.AMERICA	Legacy	2010	2.5L	non-Turbo	MT	FED  CAL
EE5I910W	22765AB08B	22765AA03C	EE5F501W	14512F90	BAC53B90	N.AMERICA	Legacy	2010	2.5L	non-Turbo	MT	FED  CAL
EE5I910W	22765AB08B	22765AA03A	EE5F200W	14512F90	BAC53B90	N.AMERICA	Outback	2010	2.5L	non-Turbo	MT	FED
EE5I910W	22765AB08B	22765AA03B	EE5F500W	14512F90	BAC53B90	N.AMERICA	Outback	2010	2.5L	non-Turbo	MT	FED
EE5I910W	22765AB08B	22765AA03C	EE5F501W	14512F90	BAC53B90	N.AMERICA	Outback	2010	2.5L	non-Turbo	MT	FED
DE5F201B	22765AA05B	22765AA05A	DE5F200B	1462FFAF	C199 2DC9	N.AMERICA	Outback	2010	3.6L	non-Turbo	AT	CAL
DE5F201G	22765AA06B	22765AA06A	DE5F200G	619DBFED	3F28 28C1	N.AMERICA	Legacy	2010	3.6L	non-Turbo	AT	FED
DE5F201G	22765AA06B	22765AA06A	DE5F200G	619DBFED	3F28 28C1	N.AMERICA	Outback	2010	3.6L	non-Turbo	AT	FED
DE5F201B	22765AA05B	22765AA05A	DE5F200B	1462FFAF	C199 2DC9	N.AMERICA	Legacy	2010	3.6L	non-Turbo	AT	CAL
EE5I910U	22765AB06B	22765AB06A	EE5I712U	7774F104	F81FB6C8 	N.AMERICA	Outback	2011	2.5L	non-Turbo	MT	CAL
EE5I910W	22765AB08B	22765AB08A	EE5I712W	14512F90	BAC53B90	N.AMERICA	Legacy	2011	2.5L	non-Turbo	MT	FED  CAL
EE5I910W	22765AB08B	22765AB08A	EE5I712W	14512F90	BAC53B90	N.AMERICA	Outback	2011	2.5L	non-Turbo	MT	FED
AE5I910E	22765AB11B	22765AB11A	AE5I712E	A2F8D4F0	CE63AAA5	N.AMERICA	Legacy	2011	2.5L	Turbo	MT	FED  CAL
AE5I910E	22765AB11B	22765AB11A	AE5I712E	A2F8D4F0	CE63AAA5	N.AMERICA	Outback	2011	2.5L	Turbo	MT	FED  CAL
EE5I921T	22765AB07D	22765AB07A	EE5I712T	9FE0671C	8410 CC47	N.AMERICA	Legacy	2011	2.5L	non-Turbo	CVT	CAL
EE5I921T	22765AB07D	22765AB07B	EE5I910T	9FE0671C	8410 CC47	N.AMERICA	Legacy	2011	2.5L	non-Turbo	CVT	CAL
EE5I921T	22765AB07D	22765AB07C	EE5I920T	9FE0671C	8410 CC47	N.AMERICA	Legacy	2011	2.5L	non-Turbo	CVT	CAL
EE5I921T	22765AB07D	22765AB07A	EE5I712T	9FE0671C	8410 CC47	N.AMERICA	Outback	2011	2.5L	non-Turbo	CVT	CAL
EE5I921T	22765AB07D	22765AB07B	EE5I910T	9FE0671C	8410 CC47	N.AMERICA	Outback	2011	2.5L	non-Turbo	CVT	CAL
EE5I921T	22765AB07D	22765AB07C	EE5I920T	9FE0671C	8410 CC47	N.AMERICA	Outback	2011	2.5L	non-Turbo	CVT	CAL
EE5I921V	22765AB09D	22765AB09A	EE5I712V	AD655342	0E5D 3975	N.AMERICA	Legacy	2011	2.5L	non-Turbo	CVT	FED
EE5I921V	22765AB09D	22765AB09B	EE5I910V	AD655342	0E5D 3975	N.AMERICA	Legacy	2011	2.5L	non-Turbo	CVT	FED
EE5I921V	22765AB09D	22765AB09C	EE5I920V	AD655342	0E5D 3975	N.AMERICA	Legacy	2011	2.5L	non-Turbo	CVT	FED
EE5I921V	22765AB09D	22765AB09A	EE5I712V	AD655342	0E5D 3975	N.AMERICA	Outback	2011	2.5L	non-Turbo	CVT	FED
EE5I921V	22765AB09D	22765AB09B	EE5I910V	AD655342	0E5D 3975	N.AMERICA	Outback	2011	2.5L	non-Turbo	CVT	FED
EE5I921V	22765AB09D	22765AB09C	EE5I920V	AD655342	0E5D 3975	N.AMERICA	Outback	2011	2.5L	non-Turbo	CVT	FED
AE5IB50E	22765AC96D	22765AC96A	AE5A11E	2C8D8017	4D39 5D6C	N.AMERICA	Legacy	2011	2.5L	Turbo	MT	FED  CAL
AE5IB50E	22765AC96D	22765AC96B	AE5IB00E	2C8D8017	4D39 5D6C	N.AMERICA	Legacy	2011	2.5L	Turbo	MT	FED  CAL
AE5IB50E	22765AC96D	22765AC96C	AE5IB40E	2C8D8017	4D39 5D6C	N.AMERICA	Legacy	2011	2.5L	Turbo	MT	FED  CAL
EE5IB50U	22765AC92E	22765AC92A	EE5IA11U	849AA8BF	92BE BDD7	N.AMERICA	Outback	2011	2.5L	non-Turbo	MT	CAL
EE5IB50U	22765AC92E	22765AC92B	EE5IB20U	849AA8BF	92BE BDD7	N.AMERICA	Outback	2011	2.5L	non-Turbo	MT	CAL
EE5IB50U	22765AC92E	22765AC92C	EE5IB22U	849AA8BF	92BE BDD7	N.AMERICA	Outback	2011	2.5L	non-Turbo	MT	CAL
EE5IB50U	22765AC92E	22765AC92D	EE5IB41U	849AA8BF	92BE BDD7	N.AMERICA	Outback	2011	2.5L	non-Turbo	MT	CAL
EE5IB41T	22765AC93E	22765AC93A	EE5IA11T	705A26F1	2713 670D	N.AMERICA	Legacy	2011	2.5L	non-Turbo	CVT	CAL
EE5IB41T	22765AC93E	22765AC93B	EE5IB20T	705A26F1	2713 670D	N.AMERICA	Legacy	2011	2.5L	non-Turbo	CVT	CAL
EE5IB41T	22765AC93E	22765AC93B	EE5IB2WT	705A26F1	2713 670D	N.AMERICA	Legacy	2011	2.5L	non-Turbo	CVT	CAL
EE5IB41T	22765AC93E	22765AC93C	EE5IB21T	705A26F1	2713 670D	N.AMERICA	Legacy	2011	2.5L	non-Turbo	CVT	CAL
EE5IB41T	22765AC93E	22765AC93D	EE5IB22T	705A26F1	2713 670D	N.AMERICA	Legacy	2011	2.5L	non-Turbo	CVT	CAL
EE5IB41T	22765AC93E	22765AC93A	EE5IA11T	705A26F1	2713 670D	N.AMERICA	Outback	2011	2.5L	non-Turbo	CVT	CAL
EE5IB41T	22765AC93E	22765AC93B	EE5IB20T	705A26F1	2713 670D	N.AMERICA	Outback	2011	2.5L	non-Turbo	CVT	CAL
EE5IB41T	22765AC93E	22765AC93B	EE5IB2WT	705A26F1	2713 670D	N.AMERICA	Outback	2011	2.5L	non-Turbo	CVT	CAL
EE5IB41T	22765AC93E	22765AC93C	EE5IB21T	705A26F1	2713 670D	N.AMERICA	Outback	2011	2.5L	non-Turbo	CVT	CAL
EE5IB41T	22765AC93E	22765AC93D	EE5IB22T	705A26F1	2713 670D	N.AMERICA	Outback	2011	2.5L	non-Turbo	CVT	CAL
EE5IB50W	22765AC94E	22765AC94A	EE5IA11W	CBF41F5B	9802 247C	N.AMERICA	Legacy	2011	2.5L	non-Turbo	MT	FED  CAL
EE5IB50W	22765AC94E	22765AC94B	EE5IB20W	CBF41F5B	9802 247C	N.AMERICA	Legacy	2011	2.5L	non-Turbo	MT	FED  CAL
EE5IB50W	22765AC94E	22765AC94C	EE5IB22W	CBF41F5B	9802 247C	N.AMERICA	Legacy	2011	2.5L	non-Turbo	MT	FED  CAL
EE5IB50W	22765AC94E	22765AC94D	EE5IB40W	CBF41F5B	9802 247C	N.AMERICA	Legacy	2011	2.5L	non-Turbo	MT	FED  CAL
EE5IB50W	22765AC94E	22765AC94A	EE5IA11W	CBF41F5B	9802 247C	N.AMERICA	Outback	2011	2.5L	non-Turbo	MT	FED
EE5IB50W	22765AC94E	22765AC94B	EE5IB20W	CBF41F5B	9802 247C	N.AMERICA	Outback	2011	2.5L	non-Turbo	MT	FED
EE5IB50W	22765AC94E	22765AC94C	EE5IB22W	CBF41F5B	9802 247C	N.AMERICA	Outback	2011	2.5L	non-Turbo	MT	FED
EE5IB50W	22765AC94E	22765AC94D	EE5IB40W	CBF41F5B	9802 247C	N.AMERICA	Outback	2011	2.5L	non-Turbo	MT	FED
EE5IB40V	22765AC95D	22765AC95A	EE5IA11V	FABB0953	343E F951	N.AMERICA	Legacy	2011	2.5L	non-Turbo	CVT	FED
EE5IB40V	22765AC95D	22765AC95B	EE5IB20V	FABB0953	343E F951	N.AMERICA	Legacy	2011	2.5L	non-Turbo	CVT	FED
EE5IB40V	22765AC95D	22765AC95C	EE5IB22V	FABB0953	343E F951	N.AMERICA	Legacy	2011	2.5L	non-Turbo	CVT	FED
EE5IB40V	22765AC95D	22765AC95A	EE5IA11V	FABB0953	343E F951	N.AMERICA	Outback	2011	2.5L	non-Turbo	CVT	FED
EE5IB40V	22765AC95D	22765AC95B	EE5IB20V	FABB0953	343E F951	N.AMERICA	Outback	2011	2.5L	non-Turbo	CVT	FED
EE5IB40V	22765AC95D	22765AC95C	EE5IB22V	FABB0953	343E F951	N.AMERICA	Outback	2011	2.5L	non-Turbo	CVT	FED
DE5F810B	22765AB12B	22765AB12A	DE5F712B	6F94D951	AA6F9F64	N.AMERICA	Legacy	2011	3.6L	non-Turbo	AT	CAL
DE5F810B	22765AB12B	22765AB12A	DE5F712B	6F94D951	AA6F9F64	N.AMERICA	Outback	2011	3.6L	non-Turbo	AT	CAL
DE5F810G	22765AB13B	22765AB13A	DE5F712G	4172BBA3	BE325823	N.AMERICA	Legacy	2011	3.6L	non-Turbo	AT	FED
DE5F810G	22765AB13B	22765AB13A	DE5F712G	4172BBA3	BE325823	N.AMERICA	Outback	2011	3.6L	non-Turbo	AT	FED
DE5IB40G	22765AC98C	22765AC98B	DE5IB00G	A434BD4F	99B9 5D56	N.AMERICA	Legacy	2011	3.6L	non-Turbo	AT	FED
DE5IB40G	22765AC98C	22765AC98B	DE5IB00G	A434BD4F	99B9 5D56	N.AMERICA	Outback	2011	3.6L	non-Turbo	AT	FED
DE5IB40B	22765AC97C	22765AC97B	DE5IB00B	25480820	4B2B 1931	N.AMERICA	Legacy	2011	3.6L	non-Turbo	AT	CAL
DE5IB40B	22765AC97C	22765AC97B	DE5IB00B	25480820	4B2B 1931	N.AMERICA	Outback	2011	3.6L	non-Turbo	AT	CAL
EE5K900U	22765AC65E	22765AC65A	EE5IA12U	FC53CAC5	DBC1 9E9F	N.AMERICA	Outback	2012	2.5L	non-Turbo	MT	CAL
EE5K900U	22765AC65E	22765AC65A	EE5K410U	FC53CAC5	DBC1 9E9F	N.AMERICA	Outback	2012	2.5L	non-Turbo	MT	CAL
EE5K900U	22765AC65E	22765AC65B	EE5K411U	FC53CAC5	DBC1 9E9F	N.AMERICA	Outback	2012	2.5L	non-Turbo	MT	CAL
EE5K900U	22765AC65E	22765AC65B	EE5K412U	FC53CAC5	DBC1 9E9F	N.AMERICA	Outback	2012	2.5L	non-Turbo	MT	CAL
EE5K900U	22765AC65E	22765AC65C	EE5K610U	FC53CAC5	DBC1 9E9F	N.AMERICA	Outback	2012	2.5L	non-Turbo	MT	CAL
EE5K900U	22765AC65E	22765AC65D	EE5K801U	FC53CAC5	DBC1 9E9F	N.AMERICA	Outback	2012	2.5L	non-Turbo	MT	CAL
EE5K801T	22765AC66C	22765AC66A	EE5IA12T	8920BFCC	9618 4420	N.AMERICA	Legacy	2012	2.5L	non-Turbo	CVT	CAL
EE5K801T	22765AC66C	22765AC66A	EE5K410T	8920BFCC	9618 4420	N.AMERICA	Legacy	2012	2.5L	non-Turbo	CVT	CAL
EE5K801T	22765AC66C	22765AC66B	EE5K411T	8920BFCC	9618 4420	N.AMERICA	Legacy	2012	2.5L	non-Turbo	CVT	CAL
EE5K801T	22765AC66C	22765AC66B	EE5K412T	8920BFCC	9618 4420	N.AMERICA	Legacy	2012	2.5L	non-Turbo	CVT	CAL
EE5K801T	22765AC66C	22765AC66A	EE5IA12T	8920BFCC	9618 4420	N.AMERICA	Outback	2012	2.5L	non-Turbo	CVT	CAL
EE5K801T	22765AC66C	22765AC66A	EE5K410T	8920BFCC	9618 4420	N.AMERICA	Outback	2012	2.5L	non-Turbo	CVT	CAL
